Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Brand,Series,Mileage (kmpl),Engine (CC),Power (bhp)
Mumbai,2013,31000,Petrol,Manual,First,5.0,4.95,Nissan,Terrano,13.24,1598.0,102.5
Coimbatore,2013,60587,Petrol,Automatic,Second,5.0,3.49,Maruti,A-Star,16.98,998.0,66.1
Pune,2011,32000,Diesel,Manual,First,5.0,3.85,Toyota,Etios,23.59,1364.0,
Pune,2014,43772,Petrol,Manual,First,5.0,6.35,Honda,City,17.0,1497.0,118.0
Coimbatore,2017,23576,Petrol,Automatic,First,5.0,7.08,Hyundai,Grand,18.9,1197.0,82.0
Hyderabad,2017,4000,Diesel,Automatic,First,5.0,38.0,Jaguar,XE,13.6,1999.0,177.0
Kolkata,2012,62000,Diesel,Manual,First,8.0,6.25,Mahindra,Scorpio,12.05,2179.0,120.0
Mumbai,2011,36000,Petrol,Automatic,First,5.0,10.15,Mercedes-Benz,New,11.74,1796.0,186.0
Delhi,2014,80000,Petrol,Automatic,First,5.0,10.75,Skoda,Superb,13.7,1798.0,157.75
Pune,2012,137008,Diesel,Automatic,First,4.0,4.65,Chevrolet,Cruze,18.1,1991.0,147.9
Delhi,2010,61001,Diesel,Manual,First,8.0,4.75,Mahindra,Scorpio,12.05,2179.0,120.0
Coimbatore,2015,52191,Petrol,Manual,First,5.0,7.78,Hyundai,Verna,17.1,1591.0,121.3
Hyderabad,2016,77076,Diesel,Manual,First,5.0,6.75,Hyundai,i20,23.0,1396.0,90.0
Hyderabad,2008,56000,Petrol,Automatic,First,5.0,2.99,Honda,City,16.4,1497.0,78.0
Kolkata,2013,21000,Petrol,Manual,First,5.0,2.35,Hyundai,i10,20.36,1197.0,78.9
Delhi,2013,89429,Diesel,Manual,First,5.0,3.65,Honda,Amaze,25.8,1498.0,98.6
Delhi,2012,45631,Petrol,Manual,Second,5.0,2.74,Maruti,Wagon,22.5,998.0,67.04
Jaipur,2013,53959,Petrol,Manual,First,5.0,3.5,Honda,Brio,19.4,1198.0,86.8
Kochi,2014,55804,Petrol,Manual,First,5.0,4.76,Hyundai,i20,17.0,1197.0,80.0
Kochi,2016,25899,Petrol,Manual,First,5.0,6.2,Volkswagen,Vento,15.04,1598.0,103.2
Pune,2008,82000,Diesel,Manual,Second,5.0,2.35,Skoda,Octavia,18.7,1896.0,66.0
Mumbai,2014,52000,Diesel,Automatic,First,5.0,24.5,Mercedes-Benz,E-Class,13.0,2143.0,204.0
Pune,2013,20000,Petrol,Manual,First,5.0,6.0,Renault,Duster,13.24,1598.0,102.57
Hyderabad,2017,31829,Petrol,Manual,First,5.0,3.65,Hyundai,EON,21.1,814.0,55.2
Coimbatore,2016,18094,Petrol,Manual,Second,5.0,6.26,Maruti,Swift,18.6,1197.0,85.8
Jaipur,2011,80000,Diesel,Manual,Second,5.0,2.1,Nissan,Micra,19.5,1461.0,
Mumbai,2015,11964,Diesel,Automatic,First,5.0,32.95,Audi,Q5,13.22,2967.0,241.4
Coimbatore,2018,22684,Petrol,Manual,First,5.0,7.8,Hyundai,i20,18.6,1197.0,81.83
Bangalore,2014,43521,Petrol,Manual,First,5.0,4.25,Honda,Brio,19.4,1198.0,86.8
Kochi,2014,49386,Petrol,Manual,First,5.0,4.86,Maruti,Swift,17.5,1298.0,85.8
Delhi,2017,12248,Petrol,Manual,First,5.0,4.9,Hyundai,Grand,18.9,1197.0,81.86
Coimbatore,2014,67771,Diesel,Manual,First,8.0,7.06,Mahindra,Xylo,11.68,2498.0,112.0
Delhi,2015,60007,Petrol,Automatic,First,4.0,4.5,Volkswagen,Polo,17.21,1798.0,189.0
Coimbatore,2011,48624,Petrol,Manual,First,5.0,3.22,Maruti,Alto,24.07,998.0,67.1
Kolkata,2014,30000,Diesel,Manual,First,5.0,3.25,Volkswagen,Polo,22.07,1199.0,73.9
Delhi,2016,81605,Petrol,Manual,First,5.0,4.53,Hyundai,Grand,18.9,1197.0,82.0
Coimbatore,2017,32642,Diesel,Automatic,First,5.0,34.78,Mercedes-Benz,New,14.84,2143.0,170.0
Pune,2014,34200,Petrol,Automatic,First,5.0,6.5,Hyundai,Verna,15.74,1591.0,121.3
Chennai,2010,72204,Petrol,Manual,First,5.0,2.25,Fiat,Punto,15.7,1172.0,67.0
Pune,2011,156347,Diesel,Manual,Second,8.0,8.0,Toyota,Innova,12.99,2494.0,100.0
Kochi,2017,47357,Diesel,Automatic,First,7.0,8.37,Mahindra,TUV,18.49,1493.0,100.0
Coimbatore,2015,61738,Diesel,Manual,First,5.0,5.39,Volkswagen,Polo,20.14,1498.0,88.8
Kochi,2018,32586,Diesel,Automatic,First,5.0,37.3,BMW,5,22.48,1995.0,190.0
Coimbatore,2018,40129,Diesel,Automatic,First,5.0,70.8,Mercedes-Benz,GLE,11.57,2987.0,254.79
Mumbai,2012,51000,Diesel,Automatic,First,5.0,22.25,Mercedes-Benz,M-Class,11.74,2987.0,254.8
Kochi,2018,10393,Petrol,Manual,First,5.0,6.03,Hyundai,Grand,18.9,1197.0,81.86
Mumbai,2011,46000,Petrol,Automatic,First,5.0,4.9,Skoda,Superb,13.7,1798.0,157.75
Chennai,2013,21000,Petrol,Automatic,First,5.0,3.96,Hyundai,i10,16.95,1197.0,78.9
Hyderabad,2011,113562,Diesel,Manual,First,5.0,4.6,Hyundai,i20,23.0,1396.0,90.0
Mumbai,2011,100010,Diesel,Manual,Second,8.0,5.5,Mahindra,Scorpio,12.05,2179.0,120.0
Mumbai,2013,63107,Petrol,Manual,First,5.0,3.25,Honda,Brio,19.4,1198.0,86.8
Jaipur,2017,58500,Petrol,Manual,First,5.0,6.25,Hyundai,i20,18.6,1197.0,81.83
Pune,2007,90000,Diesel,Manual,Fourth & Above,7.0,3.0,Ford,Endeavour,10.9,2499.0,143.0
Chennai,2011,108242,Diesel,Manual,First,5.0,4.25,Hyundai,Verna,16.8,1493.0,110.0
Pune,2011,146300,Diesel,Manual,First,7.0,12.25,Toyota,Fortuner,11.5,2982.0,171.0
Pune,2011,62943,Diesel,Automatic,Second,5.0,10.95,BMW,X1,17.05,1995.0,184.0
Delhi,2013,65000,Diesel,Automatic,First,7.0,16.5,Toyota,Fortuner,12.55,2982.0,168.5
Pune,2018,1700,Petrol,Automatic,First,5.0,7.8,Honda,Amaze,19.0,1199.0,88.76
Kochi,2013,34697,Petrol,Manual,First,5.0,3.7,Hyundai,i10,19.81,1086.0,68.05
Hyderabad,2012,58000,Petrol,Manual,First,5.0,4.0,Hyundai,i20,17.0,1197.0,80.0
Mumbai,2015,32500,Diesel,Automatic,First,5.0,26.75,BMW,3,19.59,1995.0,187.74
Coimbatore,2016,58661,Diesel,Automatic,First,5.0,28.03,Audi,Q3,15.17,1968.0,181.0
Kochi,2017,37124,Petrol,Manual,First,5.0,5.44,Maruti,Swift,20.4,1197.0,81.8
Delhi,2017,44000,Petrol,Automatic,First,5.0,6.2,Maruti,Baleno,21.4,1197.0,83.1
Kolkata,2005,45200,Petrol,Manual,First,5.0,0.9,Hyundai,Accent,13.2,1495.0,94.0
Mumbai,2016,11000,Petrol,Manual,First,5.0,3.95,Maruti,Ritz,18.5,1197.0,85.8
Pune,2011,65000,Petrol,Manual,Second,4.0,0.44,Tata,Nano,26.0,624.0,35.0
Ahmedabad,2012,55005,Diesel,Manual,First,5.0,2.75,Ford,Figo,20.0,1399.0,68.0
Hyderabad,2011,81650,Diesel,Automatic,First,5.0,7.5,Volkswagen,Passat,18.33,1968.0,167.7
Chennai,2010,160000,Diesel,Manual,Second,5.0,2.5,Fiat,Linea,19.0,1248.0,93.0
Hyderabad,2015,169000,Diesel,Manual,First,7.0,5.0,Mahindra,Xylo,14.95,2489.0,93.7
Hyderabad,2013,67263,Petrol,Manual,First,5.0,3.6,Maruti,Wagon,18.9,998.0,67.1
Kochi,2012,44223,Petrol,Manual,First,5.0,3.99,Toyota,Etios,17.6,1496.0,88.7
Coimbatore,2015,36840,Petrol,Manual,First,5.0,5.64,Hyundai,Grand,18.9,1197.0,82.0
Pune,2014,160000,Diesel,Manual,First,8.0,12.0,Toyota,Innova,12.99,2494.0,100.0
Kolkata,2008,133000,Diesel,Manual,First,5.0,0.7,Tata,Indica,16.8,1405.0,62.0
Mumbai,2015,69123,Diesel,Automatic,First,5.0,19.0,BMW,3,18.88,1995.0,184.0
Delhi,2017,38000,Diesel,Automatic,First,7.0,30.48,Ford,Endeavour,10.91,3198.0,197.0
Mumbai,2017,5500,Petrol,Manual,First,5.0,8.2,Maruti,Ciaz,21.56,1462.0,103.25
Kolkata,2015,1001,Diesel,Manual,First,5.0,7.55,Ford,Figo,25.83,1498.0,99.0
Pune,2007,59000,Petrol,Manual,Third,5.0,0.99,Chevrolet,Aveo,15.26,1150.0,74.9
Delhi,2011,78256,Petrol,Automatic,First,5.0,4.15,Honda,City,16.8,1497.0,118.0
Chennai,2016,90000,Petrol,Manual,First,5.0,6.2,Nissan,Sunny,16.95,1498.0,97.6
Kolkata,2016,18000,Petrol,Manual,First,5.0,4.4,Maruti,Swift,19.1,1197.0,85.8
Kolkata,2012,60000,Diesel,Manual,First,5.0,2.1,Ford,Figo,20.0,1399.0,68.0
Jaipur,2011,130000,Diesel,Manual,First,5.0,2.2,Fiat,Grande,20.3,1248.0,75.0
Coimbatore,2018,32851,Petrol,Manual,First,5.0,8.34,Hyundai,Elite,18.6,1197.0,81.86
Kolkata,2014,32000,Diesel,Manual,First,5.0,4.35,Maruti,Swift,23.4,1248.0,74.0
Hyderabad,2014,62700,Diesel,Manual,First,5.0,6.8,Ford,Ecosport,22.7,1498.0,89.84
Jaipur,2010,71000,Diesel,Manual,First,5.0,3.3,Maruti,Swift,19.3,1248.0,73.9
Kochi,2016,19947,Petrol,Manual,First,5.0,5.04,Hyundai,Grand,18.9,1197.0,82.0
Hyderabad,2012,91000,Diesel,Automatic,First,7.0,9.2,Ford,Endeavour,11.4,2953.0,153.86
Hyderabad,2014,74000,Diesel,Manual,First,5.0,5.7,Volkswagen,Polo,22.07,1199.0,73.9
Kochi,2018,55594,Diesel,Manual,First,7.0,8.48,Mahindra,TUV,18.49,1493.0,100.0
Hyderabad,2013,58000,Diesel,Automatic,First,4.0,48.0,BMW,X6,11.2,2993.0,306.0
Hyderabad,2012,110224,Diesel,Manual,First,5.0,6.1,Renault,Duster,19.01,1461.0,108.45
Ahmedabad,2010,21002,Petrol,Manual,First,5.0,2.75,Maruti,Wagon,22.5,998.0,67.04
Pune,2017,121000,Diesel,Manual,First,7.0,8.0,Maruti,Ertiga,24.52,1248.0,88.5
Jaipur,2010,73513,Petrol,Manual,First,5.0,1.85,Maruti,Alto,19.7,796.0,46.3
Jaipur,2015,34000,Petrol,Automatic,First,5.0,3.85,Maruti,Wagon,20.51,998.0,67.0
Coimbatore,2017,28371,Petrol,Manual,First,7.0,4.74,Maruti,Eeco,15.1,1196.0,73.0
Kochi,2013,74755,Diesel,Manual,First,5.0,5.63,Renault,Duster,19.6,1461.0,108.45
Kochi,2011,25805,Petrol,Manual,First,5.0,2.62,Maruti,Zen,18.2,1061.0,64.0
Kochi,2015,82603,Petrol,Manual,First,5.0,4.9,Renault,Duster,13.06,1598.0,102.53
Chennai,2006,110000,Petrol,Manual,First,5.0,2.65,Honda,Civic,13.5,1799.0,130.0
Delhi,2012,88000,Diesel,Manual,First,7.0,5.99,Mahindra,XUV500,16.0,2179.0,140.0
Chennai,2011,110000,Diesel,Manual,Second,5.0,2.4,Mahindra,Verito,21.0,1461.0,64.1
Delhi,2017,15000,Petrol,Manual,First,5.0,4.25,Renault,KWID,21.7,999.0,67.0
Mumbai,2013,70000,Diesel,Automatic,First,5.0,40.0,Porsche,Cayenne,15.15,2967.0,240.0
Pune,2008,150000,Diesel,Manual,Second,5.0,2.7,Maruti,Swift,28.4,1248.0,74.0
Hyderabad,2016,19000,Petrol,Manual,First,5.0,2.99,Datsun,GO,20.63,1198.0,67.0
Chennai,2011,37442,Petrol,Manual,First,5.0,3.4,Hyundai,i20,18.5,1197.0,80.0
Coimbatore,2016,63111,Diesel,Automatic,Second,5.0,30.8,BMW,5,18.12,1995.0,190.0
Mumbai,2012,88000,Diesel,Manual,First,7.0,5.85,Maruti,Ertiga,20.77,1248.0,88.8
Jaipur,2014,42355,Petrol,Manual,First,5.0,4.0,Hyundai,Grand,18.9,1197.0,82.0
Coimbatore,2011,75871,Petrol,Automatic,First,5.0,14.12,BMW,3,9.43,2996.0,254.0
Mumbai,2011,65000,Diesel,Manual,First,5.0,4.55,Chevrolet,Cruze,17.9,1998.0,163.7
Pune,2015,69000,Diesel,Automatic,First,5.0,38.0,Mercedes-Benz,M-Class,,2987.0,165.0
Jaipur,2011,79232,Diesel,Manual,First,5.0,2.9,Maruti,Ritz,21.1,1248.0,73.9
Pune,2007,220000,Petrol,Automatic,Second,5.0,6.0,Mercedes-Benz,New,11.74,1796.0,186.0
Kochi,2016,28470,Petrol,Manual,First,5.0,6.95,Hyundai,i20,18.6,1197.0,81.83
Kolkata,2014,9759,Petrol,Manual,First,5.0,2.75,Hyundai,EON,20.3,998.0,68.05
Pune,2014,75216,Diesel,Manual,First,5.0,5.1,Maruti,Swift,22.9,1248.0,74.0
Chennai,2017,8000,Petrol,Manual,First,5.0,6.75,Hyundai,i20,18.6,1197.0,81.83
Mumbai,2014,59451,Petrol,Manual,First,5.0,3.69,Maruti,Ritz,18.5,1197.0,85.8
Hyderabad,2013,53996,Diesel,Manual,First,5.0,5.45,Maruti,Swift,22.9,1248.0,74.0
Kochi,2018,15135,Petrol,Manual,First,5.0,9.29,Honda,WRV,17.5,1199.0,88.7
Chennai,2015,53000,Petrol,Automatic,Second,5.0,4.0,Hyundai,Xcent,16.9,1197.0,81.86
Kolkata,2013,40000,Petrol,Manual,First,5.0,2.9,Honda,Amaze,18.0,1198.0,86.7
Pune,2013,21107,Petrol,Manual,First,5.0,5.25,Hyundai,Verna,17.1,1591.0,121.3
Mumbai,2014,56000,Petrol,Manual,First,5.0,5.75,Honda,City,16.8,1497.0,116.3
Coimbatore,2017,19623,Petrol,Manual,First,5.0,13.12,Hyundai,Creta,15.29,1591.0,121.3
Kochi,2014,70963,Diesel,Manual,First,7.0,7.83,Mahindra,XUV500,15.1,2179.0,140.0
Mumbai,2013,25755,CNG,Manual,First,5.0,3.15,Maruti,Wagon,26.6,998.0,58.16
Mumbai,2013,51450,Diesel,Manual,First,7.0,10.4,Toyota,Innova,12.8,2494.0,102.0
Pune,2012,75000,Diesel,Manual,First,5.0,4.35,Maruti,Swift,22.9,1248.0,74.0
Coimbatore,2017,37832,Petrol,Automatic,First,5.0,5.23,Maruti,Wagon,22.5,998.0,67.0
Coimbatore,2016,43041,Petrol,Manual,First,5.0,6.01,Hyundai,Grand,18.9,1197.0,81.86
Hyderabad,2014,97236,Diesel,Manual,First,5.0,4.4,Honda,Amaze,25.8,1498.0,98.6
Chennai,2010,83000,Diesel,Automatic,First,5.0,12.75,BMW,3,16.07,1995.0,181.0
Delhi,2011,65000,Petrol,Manual,First,5.0,2.4,Ford,Figo,15.6,1196.0,70.0
Kochi,2018,46007,Petrol,Manual,First,5.0,5.71,Volkswagen,Ameo,17.0,1198.0,73.75
Kochi,2015,65925,Diesel,Manual,Second,5.0,5.49,Ford,Ecosport,22.7,1498.0,89.84
Pune,2004,73500,Petrol,Manual,Second,5.0,1.3,Honda,City,13.0,1343.0,90.0
Kolkata,2014,55000,Diesel,Manual,First,7.0,8.5,Mahindra,XUV500,16.0,2179.0,140.0
Delhi,2012,115000,Diesel,Manual,First,7.0,12.99,Toyota,Fortuner,13.0,2982.0,168.5
Kolkata,2017,31184,Petrol,Manual,First,5.0,5.0,Hyundai,Grand,18.9,1197.0,81.86
Pune,2017,41747,Diesel,Automatic,First,5.0,9.0,Maruti,Dzire,28.4,1248.0,73.75
Kochi,2016,38143,Diesel,Manual,First,5.0,5.22,Maruti,Swift,22.9,1248.0,74.0
Pune,2012,19030,Petrol,Manual,First,5.0,3.8,Volkswagen,Polo,16.47,1198.0,73.9
Coimbatore,2019,20877,Petrol,Manual,First,5.0,7.27,Toyota,Etios,18.16,1197.0,78.9
Mumbai,2016,23555,Petrol,Manual,First,5.0,5.1,Maruti,Swift,22.0,1197.0,81.8
Bangalore,2013,29000,Diesel,Automatic,First,5.0,29.0,Mercedes-Benz,E-Class,14.21,2143.0,203.0
Pune,2013,61000,Petrol,Manual,First,5.0,2.9,Maruti,Wagon,18.9,998.0,67.1
Kochi,2012,4187,Petrol,Manual,First,4.0,1.38,Tata,Nano,26.0,624.0,35.0
Bangalore,2011,46000,Petrol,Manual,First,5.0,5.5,Skoda,Laura,13.4,1798.0,157.8
Mumbai,2016,28000,Petrol,Automatic,First,5.0,7.25,Volkswagen,Polo,17.21,1197.0,103.5
Coimbatore,2014,83558,Diesel,Manual,First,5.0,6.98,Hyundai,Verna,22.32,1582.0,126.32
Hyderabad,2017,40000,Diesel,Manual,First,5.0,5.25,Tata,Bolt,22.95,1248.0,74.0
Kolkata,2013,36000,Petrol,Manual,First,5.0,1.95,Hyundai,EON,21.1,814.0,55.2
Bangalore,2014,21000,Diesel,Automatic,First,5.0,24.5,Audi,A4,17.11,1968.0,174.33
Kochi,2013,62162,Diesel,Manual,First,7.0,8.31,Toyota,Innova,12.99,2494.0,100.0
Hyderabad,2012,83000,Diesel,Automatic,First,5.0,36.0,Mercedes-Benz,M-Class,11.74,2987.0,254.8
Pune,2015,58000,Diesel,Manual,First,5.0,5.5,Hyundai,Xcent,24.4,1120.0,71.0
Kochi,2011,62332,Petrol,Automatic,First,5.0,5.89,Honda,Accord,11.7,2354.0,177.6
Kochi,2016,50867,Diesel,Manual,First,5.0,7.95,Volkswagen,Vento,20.34,1498.0,103.2
Mumbai,2010,73000,Petrol,Manual,First,5.0,2.75,Hyundai,i20,17.0,1197.0,80.0
Jaipur,2012,98008,Diesel,Manual,First,5.0,6.25,Hyundai,Elantra,22.7,1582.0,126.24
Hyderabad,2015,36000,Diesel,Manual,First,5.0,4.95,Ford,Figo,20.0,1399.0,68.05
Kochi,2019,27339,Petrol,Manual,First,5.0,6.27,Hyundai,i20,18.6,1197.0,81.83
Kolkata,2017,25000,Diesel,Manual,First,5.0,8.65,Hyundai,Verna,23.9,1582.0,126.2
Kolkata,2014,37000,Petrol,Manual,First,5.0,3.5,Hyundai,Grand,18.9,1197.0,82.0
Hyderabad,2015,56000,Diesel,Automatic,First,5.0,35.0,Audi,Q5,14.16,1968.0,174.3
Kolkata,2015,27000,Petrol,Manual,First,5.0,4.45,Maruti,Swift,17.5,1298.0,85.8
Kolkata,2012,37000,Petrol,Manual,First,5.0,2.65,Hyundai,i20,18.5,1197.0,80.0
Kolkata,2017,10500,Diesel,Manual,First,5.0,4.7,Mahindra,KUV,25.32,1198.0,77.0
Ahmedabad,2014,49000,Diesel,Automatic,First,5.0,8.9,Hyundai,Elantra,18.23,1582.0,126.2
Mumbai,2017,7000,Diesel,Manual,First,5.0,17.45,Jeep,Compass,17.1,1956.0,170.0
Coimbatore,2017,71256,Diesel,Manual,First,5.0,9.58,Maruti,Vitara,24.3,1248.0,88.5
Kochi,2012,83184,Petrol,Manual,First,5.0,6.22,Toyota,Corolla,14.28,1798.0,138.03
Kolkata,2013,87284,Diesel,Manual,First,7.0,7.8,Mahindra,XUV500,15.1,2179.0,140.0
Mumbai,2016,7000,Diesel,Automatic,First,5.0,27.75,BMW,X1,20.68,1995.0,190.0
Pune,2015,29000,Diesel,Manual,Second,5.0,7.0,Hyundai,i20,22.54,1396.0,88.73
Coimbatore,2017,33552,Diesel,Automatic,First,5.0,64.87,Mercedes-Benz,GLE,11.57,2987.0,254.79
Bangalore,2013,64000,Diesel,Manual,Second,5.0,6.5,Chevrolet,Cruze,17.3,1998.0,163.7
Jaipur,2011,82000,Petrol,Manual,Second,5.0,2.7,Hyundai,i20,18.5,1197.0,80.0
Mumbai,2012,70000,Petrol,Manual,Second,5.0,2.5,Honda,Brio,19.4,1198.0,86.8
Hyderabad,2013,166194,Diesel,Manual,First,7.0,3.9,Nissan,Evalia,19.3,1461.0,84.8
Delhi,2015,58000,Petrol,Manual,First,5.0,3.95,Volkswagen,Polo,16.47,1198.0,73.9
Chennai,2010,77000,Petrol,Manual,Second,5.0,2.1,Hyundai,i10,20.36,1197.0,78.9
Pune,2009,73204,Diesel,Automatic,Third,4.0,3.5,Chevrolet,Cruze,18.1,1991.0,147.9
Hyderabad,2007,70000,Petrol,Manual,Second,5.0,2.0,Hyundai,i10,19.81,1086.0,68.05
Delhi,2014,79870,Diesel,Manual,First,7.0,5.35,Maruti,Ertiga,20.77,1248.0,88.76
Delhi,2013,90000,Diesel,Manual,First,5.0,3.8,Honda,Amaze,25.8,1498.0,98.6
Mumbai,2016,17000,Petrol,Automatic,First,5.0,17.25,Mercedes-Benz,A,15.5,1595.0,122.0
Kochi,2018,46493,Petrol,Manual,First,5.0,5.53,Hyundai,Grand,18.9,1197.0,81.86
Pune,2009,68000,Petrol,Manual,Third,5.0,1.95,Hyundai,i10,20.36,1197.0,78.9
Hyderabad,2017,2000,Diesel,Manual,First,5.0,8.2,Maruti,Swift,28.4,1248.0,74.0
Pune,1999,140000,Petrol,Manual,First,5.0,0.9,Honda,City,13.0,1343.0,90.0
Pune,2013,255000,Diesel,Manual,Third,7.0,6.5,Toyota,Innova,12.99,2494.0,100.6
Coimbatore,2014,45535,Diesel,Automatic,First,5.0,19.41,Mini,Cooper,23.8,1998.0,112.0
Coimbatore,2016,39228,Petrol,Manual,First,5.0,6.58,Fiat,Linea,15.7,1368.0,112.4
Mumbai,2011,57000,Petrol,Manual,Second,5.0,2.1,Chevrolet,Aveo,14.49,1399.0,92.7
Chennai,2008,85445,Petrol,Manual,Second,5.0,2.0,Hyundai,i10,19.81,1086.0,68.05
Delhi,2015,54000,Diesel,Manual,First,5.0,3.7,Hyundai,Xcent,24.4,1120.0,71.0
Mumbai,2014,53000,Petrol,Automatic,First,5.0,3.8,Maruti,Celerio,23.1,998.0,67.04
Jaipur,2014,60000,Petrol,Manual,First,5.0,3.25,Hyundai,i10,20.36,1197.0,78.9
Coimbatore,2015,65668,Diesel,Manual,First,5.0,5.53,Renault,Duster,19.87,1461.0,83.8
Ahmedabad,2011,100000,Diesel,Automatic,Second,5.0,10.9,BMW,3,22.69,1995.0,190.0
Kolkata,2018,1800,Petrol,Manual,First,5.0,5.1,Hyundai,Grand,18.9,1197.0,82.0
Hyderabad,2007,96000,Petrol,Manual,Second,5.0,2.2,Hyundai,Santro,,999.0,
Pune,2009,44200,Petrol,Manual,Second,5.0,1.6,Chevrolet,Spark,18.0,995.0,62.0
Ahmedabad,2018,14000,Petrol,Manual,First,5.0,11.25,Honda,City,17.4,1497.0,117.3
Chennai,2013,720000,Diesel,Manual,First,5.0,5.9,Volkswagen,Vento,20.54,1598.0,103.6
Delhi,2012,73000,Diesel,Automatic,First,7.0,14.4,Toyota,Fortuner,11.5,2982.0,169.0
Delhi,2011,68000,Petrol,Manual,First,5.0,3.6,Honda,City,17.0,1497.0,118.0
Jaipur,2017,19543,Diesel,Automatic,First,5.0,40.5,BMW,5,18.12,1995.0,190.0
Bangalore,2014,38000,Diesel,Automatic,Second,5.0,38.95,Audi,Q5,14.16,1968.0,174.3
Delhi,2014,32805,Diesel,Manual,First,5.0,3.6,Maruti,Ritz,23.2,1248.0,73.94
Kochi,2016,44782,Diesel,Automatic,First,5.0,7.12,Volkswagen,Vento,21.21,1498.0,103.2
Kochi,2016,55700,Diesel,Manual,First,5.0,7.52,Honda,City,26.0,1498.0,98.6
Delhi,2012,60000,Diesel,Automatic,Second,5.0,10.35,Audi,A4,15.2,1968.0,140.8
Hyderabad,2014,56000,Petrol,Manual,First,5.0,7.0,Skoda,Rapid,15.0,1598.0,103.52
Delhi,2011,60000,Diesel,Manual,First,7.0,10.85,Toyota,Fortuner,11.5,2982.0,171.0
Mumbai,2010,78563,Diesel,Manual,First,5.0,2.35,Chevrolet,Optra,16.52,1991.0,123.7
Mumbai,2014,34669,Petrol,Manual,First,7.0,2.9,Maruti,Eeco,15.1,1196.0,73.0
Delhi,2017,17000,Petrol,Manual,First,5.0,7.65,Maruti,Ciaz,20.73,1373.0,91.1
Delhi,2016,66000,Diesel,Manual,First,5.0,6.4,Maruti,Ciaz,28.09,1248.0,88.5
Pune,2014,102418,Diesel,Manual,First,7.0,10.1,Toyota,Innova,12.99,2494.0,100.6
Kolkata,2014,48800,Petrol,Manual,First,5.0,4.25,Maruti,Swift,19.1,1197.0,85.8
Kochi,2019,10601,Diesel,Automatic,First,7.0,19.65,Toyota,Innova,11.36,2755.0,171.5
Pune,2017,8200,Diesel,Manual,First,5.0,4.4,Tata,Indica,25.0,1396.0,69.0
Jaipur,2012,100000,Petrol,Manual,First,5.0,3.25,Hyundai,i20,18.5,1197.0,82.85
Pune,2012,78000,Diesel,Manual,First,5.0,2.8,Ford,Fiesta,17.8,1399.0,68.0
Kolkata,2015,50000,Diesel,Manual,First,8.0,4.3,Chevrolet,Enjoy,18.2,1248.0,73.74
Chennai,2006,89327,Diesel,Manual,Third,5.0,1.55,Ford,Fiesta,17.8,1399.0,68.0
Chennai,2007,98000,Petrol,Manual,Second,5.0,4.7,Honda,CR-V,10.8,2354.0,152.0
Kochi,2017,24700,Petrol,Manual,First,5.0,7.07,Honda,Jazz,18.7,1199.0,88.7
Delhi,2018,6000,Diesel,Automatic,First,7.0,79.0,Mercedes-Benz,GLS,11.0,2987.0,258.0
Delhi,2018,9434,Petrol,Manual,First,5.0,5.75,Hyundai,Grand,18.9,1197.0,81.86
Mumbai,2012,29000,Petrol,Manual,First,5.0,3.25,Maruti,Ritz,18.5,1197.0,85.8
Coimbatore,2017,22440,Diesel,Automatic,First,5.0,8.89,Volkswagen,Ameo,22.0,1498.0,108.495
Mumbai,2015,73070,Petrol,Manual,First,5.0,5.9,Honda,City,17.4,1497.0,117.3
Kolkata,2016,21771,Petrol,Manual,First,5.0,4.95,Honda,Jazz,18.7,1199.0,88.7
Delhi,2014,62000,Diesel,Manual,First,5.0,3.75,Maruti,Swift,17.8,1248.0,75.0
Kochi,2017,37024,Diesel,Automatic,First,5.0,10.97,Hyundai,Creta,17.01,1582.0,126.2
Kochi,2014,60336,Diesel,Automatic,Second,5.0,24.94,Audi,A7,14.4,2967.0,241.4
Kolkata,2014,26008,Petrol,Manual,First,5.0,1.97,Hyundai,EON,21.1,814.0,55.2
Jaipur,2010,90000,Diesel,Manual,Second,5.0,1.4,Ford,Figo,20.0,1399.0,68.0
Coimbatore,2018,35569,Petrol,Manual,First,5.0,7.27,Volkswagen,Ameo,17.0,1198.0,73.75
Kolkata,2013,40000,Diesel,Manual,First,5.0,4.0,Renault,Scala,21.64,1461.0,84.8
Kolkata,2015,45000,Petrol,Manual,First,5.0,4.75,Honda,Jazz,18.7,1199.0,88.7
Delhi,2015,42000,Petrol,Manual,First,5.0,5.1,Hyundai,i20,17.0,1197.0,80.0
Coimbatore,2012,46913,Diesel,Automatic,First,5.0,16.11,Audi,A4,14.94,2967.0,241.4
Delhi,2014,62000,Diesel,Automatic,First,7.0,10.55,Mahindra,Ssangyong,11.18,2696.0,184.0
Ahmedabad,2017,15000,Diesel,Automatic,First,7.0,30.0,Toyota,Fortuner,12.9,2755.0,174.5
Kolkata,2002,69000,Diesel,Manual,First,5.0,1.6,Skoda,Octavia,18.7,1896.0,66.0
Hyderabad,2012,41367,Diesel,Automatic,First,5.0,18.49,Mercedes-Benz,New,15.8,2148.0,170.0
Kochi,2018,15982,Petrol,Manual,First,5.0,9.96,Maruti,Ciaz,20.73,1373.0,91.1
Hyderabad,2013,99595,Diesel,Manual,Second,5.0,4.75,Maruti,Swift,22.9,1248.0,74.0
